///////////////////////////////////////////////////////////////
// Scripted by THINH NGUYEN
// File: ECIDsFromHostLog.txt
// SoftRev: 1.80a1-002
// Date: Tue Sep 22 22:41:48 2020
//
// This file is to configure all VIDs. WARNING!!!
// DO NOT_EDIT without reading first.
// All comments should follow the format being used and seen.
// The last line should be an empty line.
//
ECID : $010803e4 : 17302500 : RC4AutoLinePurgeCascadeMode : 
ECID : $010803f0 : 17302512 : FFUAlarmTotalAlarmCount : 
ECID : $01080400 : 17302528 : FFUAlarmAutoPauseCountLimit : 
ECID : $01080401 : 17302529 : RC1PSCycleCountLimit : 
ECID : $01080402 : 17302530 : RC2PSCycleCountLimit : 
ECID : $01080403 : 17302531 : RC3PSCycleCountLimit : 
ECID : $01080404 : 17302532 : RC4PSCycleCountLimit : 
ECID : $01080411 : 17302545 : RC1PSPulseCountLimit : 
ECID : $01080412 : 17302546 : RC2PSPulseCountLimit : 
ECID : $01080413 : 17302547 : RC3PSPulseCountLimit : 
ECID : $01080414 : 17302548 : RC4PSPulseCountLimit : 
ECID : $01080421 : 17302561 : RC1PSPulseTimeLimit : 
ECID : $01080422 : 17302562 : RC2PSPulseTimeLimit : 
ECID : $01080423 : 17302563 : RC3PSPulseTimeLimit : 
ECID : $01080424 : 17302564 : RC4PSPulseTimeLimit : 
ECID : $01080431 : 17302577 : RC1PSCycleCountTotal : 
ECID : $01080432 : 17302578 : RC2PSCycleCountTotal : 
ECID : $01080433 : 17302579 : RC3PSCycleCountTotal : 
ECID : $01080434 : 17302580 : RC4PSCycleCountTotal : 
ECID : $01080441 : 17302593 : RC1PSPulseCountTotal : 
ECID : $01080442 : 17302594 : RC2PSPulseCountTotal : 
ECID : $01080443 : 17302595 : RC3PSPulseCountTotal : 
ECID : $01080444 : 17302596 : RC4PSPulseCountTotal : 
ECID : $01080451 : 17302609 : RC1PSPulseTimeTotal : 
ECID : $01080452 : 17302610 : RC2PSPulseTimeTotal : 
ECID : $01080453 : 17302611 : RC3PSPulseTimeTotal : 
